EDA,TEMP,HR,ACC
7.909808,209.55,67.5,0.10631036
7.820142,209.55,67.5125,0.06970942
7.679238,209.55,67.525,0.09402945
7.733038,209.55,67.5375,0.087643534
7.808613,221.41,67.55,0.048792396
7.572919,221.41,67.5625,0.061193634
7.81758,221.41,67.575,0.13813508
7.768904,221.41,67.5875,0.12543131
7.872661,221.41,67.6,0.06608039
7.876503,221.41,67.6175,0.08132634
7.976418,221.41,67.635,0.14545348
7.943113,221.41,67.6525,0.08259351
7.825266,209.55,67.67,0.10821998
7.896999,209.55,67.695,0.15060209
7.774028,209.55,67.72,0.08118759
7.959765,209.55,67.745,0.034886956
7.811175,209.55,67.77,0.047726616
7.642091,209.55,67.8075,0.046471536
7.660024,209.55,67.845,0.03463001
7.6549,209.55,67.8825,0.0484738
7.567796,209.55,67.92,0.037368063
7.543458,209.55,67.96,0.04551388
7.626719,209.55,68.0,0.017250467
7.877785,209.55,68.04,0.04917704
7.753533,209.55,68.08,0.036867786
7.548582,209.55,68.11,0.019051045
7.7087,209.55,68.14,0.089440085
7.271897,209.55,68.17,0.051362753
7.2003,209.55,68.2,0.0460897
8.05341,209.55,68.2425,0.022923887
8.4145,209.55,68.285,0.019169047
8.419624,209.55,68.3275,0.022408549
8.620533,209.55,68.37,0.012709904
8.445044,209.55,68.4025,0.026205707
8.313106,209.55,68.435,0.014690774
8.275958,209.55,68.4675,0.019001724
8.428391,209.53,68.5,0.015212137
8.01977,209.53,68.5375,0.015317797
8.114559,209.53,68.575,0.014133552
8.118402,209.53,68.6125,0.015664266
8.078692,209.53,68.65,0.018424056
8.077412,209.53,68.695,0.010957136
8.242654,209.53,68.74,0.014705587
8.227283,209.53,68.785,0.019281652
8.187573,209.53,68.83,0.007226859
8.265711,209.53,68.885,0.019503826
8.313106,209.53,68.94,0.02802413
8.375872,209.53,68.995,0.09938255
9.039402,221.35,69.05,0.0646366
8.394987,221.35,69.1125,0.011247262
8.18373,221.35,69.175,0.027001517
8.192697,221.35,69.2375,0.019614164
8.069726,209.51,69.3,0.021805625
8.163235,209.51,69.3625,0.02235975
8.191416,209.51,69.425,0.019758515
8.242654,209.51,69.4875,0.025414573
8.252901,221.37,69.55,0.017007105
8.433515,221.37,69.62,0.033834342
8.664084,221.37,69.69,0.042041585
8.72557,221.37,69.76,0.02279918
8.436076,209.53,69.83,0.019672235
8.395086,209.53,69.9025,0.017004674
8.401491,209.53,69.975,0.023358196
8.500124,209.53,70.0475,0.016454587
8.502686,209.53,70.12,0.018875992
8.455291,209.53,70.2025,0.02065603
8.469381,209.53,70.285,0.029500047
8.534709,209.53,70.3675,0.02200241
8.404053,221.37,70.45,0.027611166
8.259306,221.37,70.525,0.038528252
8.479629,221.37,70.6,0.036052328
8.377153,221.37,70.675,0.029179169
8.365624,209.53,70.75,0.04368283
8.404053,209.53,70.8375,0.024537915
8.411738,209.53,70.925,0.029557148
8.347692,209.53,71.0125,0.037585925
8.357939,221.37,71.1,0.03158694
8.475786,221.37,71.1925,0.027143769
8.418143,221.37,71.285,0.026874727
8.351534,221.37,71.3775,0.029122412
8.423267,221.37,71.47,0.011962915
8.470662,221.37,71.5775,0.022329586
8.413019,221.37,71.685,0.02696484
8.407896,221.37,71.7925,0.017287876
8.473224,209.51,71.9,0.02134487
8.461696,209.51,71.995,0.029339777
8.38612,209.51,72.09,0.028031502
8.382277,209.51,72.185,0.017597385
8.391243,209.51,72.28,0.025714772
8.340006,209.51,72.3675,0.016065551
8.273396,209.51,72.455,0.03382402
8.287487,209.51,72.5425,0.02477383
8.296453,209.53,72.63,0.028979864
8.265711,209.53,72.735,0.02190895
8.227283,209.53,72.84,0.014053935
8.277239,209.53,72.945,0.01311393
8.278521,209.51,73.05,0.015972417
8.256744,209.51,73.1425,0.019776557
8.240092,209.51,73.235,0.015120902
8.234968,209.51,73.3275,0.025750114
8.188854,209.51,73.42,0.009705562
8.182449,209.51,73.5725,0.032239106
8.219597,209.51,73.725,0.0883031
8.299015,209.51,73.8775,0.23119703
8.370749,209.51,74.03,0.039959334
8.26443,209.51,74.19,0.08329363
8.23753,209.51,74.35,0.04202837
7.931384,209.51,74.51,0.02690244
7.971293,209.51,74.67,0.013840296
7.981541,209.51,74.8225,0.019534035
8.045588,209.51,74.975,0.014007309
8.090422,209.51,75.1275,0.012021727
8.076331,209.51,75.28,0.013520056
8.085298,209.51,75.435,0.023296326
8.089141,209.51,75.59,0.026683705
8.117321,209.51,75.745,0.014287004
8.069926,209.53,75.9,0.014226479
8.035341,209.53,76.0675,0.032459915
8.011003,209.53,76.235,0.016424257
8.087859,209.53,76.4025,0.012379037
